              U       eps         D  N_bath        e_1       e_2        e_3       V_1       V_2       V_3
273    3.688956  0.978366  5.533756       3  -4.277148 -1.687182   6.790364  1.132846  1.070686  1.045558
274    3.468034  0.120805  4.813698       3  -3.282792 -0.504924   6.344604  1.245507  0.811276  0.924683
275    5.645589 -0.586268  4.345432       3  -4.249914 -3.576267   4.440949  0.946023  0.749811  1.144208
276    2.466929 -0.579477  2.222540       3  -2.348393 -0.094706   2.096687  0.708715  0.578733  0.760069
277    4.435415 -0.254972  6.255738       3  -8.515759  3.144036   3.995717  1.078100  1.268751  1.100227
278    3.624892  0.126084  7.879109       3  -8.551464  1.523645   7.206755  1.378629  1.044379  1.422903
279    4.832546  0.723037  7.228939       3  -8.366371  0.825377   6.091507  1.231402  1.077182  1.387592
280    2.214339  0.038387  4.328029       3  -3.815343 -2.170142   4.840715  0.931679  0.911433  1.027898
281    6.655966 -0.161651  3.113837       3  -3.838239  2.167667   2.389436  0.856733  0.864113  0.708271
282    4.955622  0.497849  3.851513       3  -5.328645  1.714480   2.374382  0.825071  0.935963  0.946140
283    2.271399  0.722107  6.879909       3  -6.905398  0.607395   6.854420  1.323400  0.973703  1.296302
284    4.049141  0.538166  7.055215       3  -8.292411  3.864180   5.818020  1.301635  1.067116  1.287827
285    7.250464 -0.379923  7.563568       3  -4.572840 -1.586405  10.554296  1.406823  1.311465  1.056421
286    7.628998 -0.350236  2.255850       3  -3.004378  1.462656   1.507323  0.689311  0.685009  0.701235
287    6.823881 -0.262348  5.156885       3  -4.759173 -1.186184   5.554598  1.064243  0.986055  1.085383
288    2.527034 -0.473325  7.047743       3  -9.498374  2.471328   4.597113  1.125041  1.144618  1.382340
289    6.575750  0.508193  6.229078       3  -5.824078 -4.339015   6.634077  1.183655  0.898237  1.325777
290    4.730023 -0.093471  7.691391       3  -6.807274  0.962922   8.575509  1.432438  1.170304  1.214496
291    2.452112  0.568264  7.484547       3  -5.563860 -5.249000   9.405234  1.169461  1.288829  1.317609
292    6.272951 -0.141043  6.768362       3  -7.216340  4.824408   6.320385  1.369113  1.114917  1.091496
293    4.369878 -0.148580  7.938268       3  -4.624446 -3.756174  11.252090  1.384918  1.326613  1.172928
294    5.453027  0.328163  2.573786       3  -2.475422 -1.107765   2.672150  0.790582  0.554221  0.840441
295    2.672130  0.445076  2.954685       3  -2.999815  0.797162   2.909555  0.882624  0.641521  0.830925
296    7.409207 -0.521270  7.565587       3 -10.440435  3.563262   4.690739  1.143510  1.577785  1.009645
297    1.242180  0.428681  5.949196       3  -4.612796  1.866463   7.285596  1.354054  1.032583  0.942171
298    3.456503 -0.179701  3.835115       3  -4.722071 -1.490397   2.948159  0.718469  0.854197  1.093462
299    4.180108 -0.526933  5.826856       3  -7.930645  0.140580   3.723067  0.953286  0.948107  1.379069
300    4.960006  0.411606  5.067679       3  -4.938777 -2.712421   5.196581  1.050544  0.839903  1.190422
301    5.043890 -0.678589  4.678630       3  -5.145987 -1.239464   4.211274  0.990201  0.786127  1.174740
302    2.147264 -0.443111  7.487484       3  -8.589550  6.199253   6.385419  1.420344  1.104480  1.236701
303    1.134955 -0.504392  3.318054       3  -3.260495 -0.587232   3.375614  0.802682  0.848759  0.864666
304    6.380112  0.612496  5.801856       3  -5.636635  1.169917   5.967076  1.184785  1.094964  1.044468
305    5.494665 -0.234358  2.013511       3  -1.517315 -1.014710   2.509706  0.645113  0.661262  0.654524
306    6.913377 -0.293575  6.415581       3  -4.094183 -3.850634   8.736979  1.400367  0.914279  1.134616
307    2.397579 -0.431272  3.001024       3  -4.269514  0.904906   1.732534  0.695320  0.702308  0.966336
308    6.781458 -0.529344  5.929670       3  -5.048295 -0.022395   6.811044  1.178884  1.162176  1.017116
309    5.838629  0.838896  3.954252       3  -3.609296  0.413138   4.299208  0.980066  0.911162  0.852414
310    4.255669  0.455919  5.631431       3  -4.582992 -2.370546   6.679869  1.172041  0.967763  1.129086
311    7.416763 -0.314433  5.268284       3  -4.669476 -1.654434   5.867093  1.016866  1.080585  1.073412
312    4.432741 -0.967498  5.584498       3  -5.900158  0.901394   5.268837  1.136759  0.992130  1.130778
313    3.501933  0.100846  7.283322       3 -10.164296  3.947522   4.402348  1.161615  1.290025  1.274046
314    7.690603 -0.149159  6.525436       3  -5.960419 -2.590416   7.090454  1.121936  1.160049  1.244897
315    2.246043  0.485150  3.121557       3  -4.092600 -0.002743   2.150514  0.683170  0.794676  0.942875
316    6.635104 -0.311912  5.550929       3  -7.306817  2.734313   3.795041  1.061924  0.916853  1.251211
317    3.523856 -0.365772  4.149542       3  -2.788430 -0.201417   5.510655  1.146843  0.798500  0.829958
318    1.053093  0.555462  4.020128       3  -5.080001 -0.454943   2.960254  0.715252  1.006957  1.016733
319    2.747942  0.681443  7.968018       3  -7.182354  3.775914   8.753681  1.558946  1.067679  1.225702
320    7.811912  0.231282  2.483438       3  -2.262368  0.175966   2.704508  0.775473  0.713979  0.685478
321    1.861331  0.224225  6.308951       3  -5.623801 -3.747528   6.994100  1.242915  0.894698  1.292703
322    5.403818 -0.380622  5.367574       3  -4.733852 -1.378807   6.001296  1.162965  0.900753  1.119491
323    7.093402 -0.740773  3.592035       3  -3.537335 -2.194880   3.646734  0.786942  0.816063  1.000762
324    1.290393  0.166275  7.440073       3  -8.335458  1.865700   6.544688  1.194437  1.444988  1.105362
325    2.150265 -0.501084  4.684873       3  -3.655939 -2.694245   5.713807  0.932375  1.028607  1.027194
326    2.229089  0.624111  5.424673       3  -7.514962  2.594793   3.334385  0.986320  1.139669  1.087098
327    1.263511 -0.203575  3.467801       3  -4.286062 -0.158735   2.649540  0.696098  0.941374  0.914841
328    3.095763 -0.316635  6.446462       3  -5.133590 -4.309174   7.759334  1.111021  1.148871  1.244859
329    4.751964 -0.784014  4.843383       3  -3.656157 -1.777040   6.030609  1.090339  0.952176  0.993938
330    6.560317  0.485990  6.527106       3  -7.549070  2.112842   5.505142  1.149707  1.287129  1.084785
331    7.032183 -0.282553  2.184207       3  -2.646139 -0.288118   1.722276  0.564215  0.706758  0.756746
332    3.309033 -0.617867  6.802245       3  -7.171637 -0.663546   6.432853  1.235256  1.000154  1.343234
333    6.147766  0.362907  6.976911       3  -9.850583  2.679050   4.103239  1.080326  1.166991  1.382993
334    2.095883 -0.538065  6.883180       3  -5.120603  1.294568   8.645756  1.335372  1.346946  0.885712
335    4.494183 -0.814425  3.785764       3  -4.356075  2.246636   3.215453  0.972588  0.778668  0.926197
336    1.653020 -0.601111  2.915680       3  -2.711315 -0.466334   3.120046  0.798998  0.759477  0.800611
337    3.195188  0.289688  4.402301       3  -4.415217 -0.096505   4.389385  0.909648  1.057458  0.925697
338    4.499697 -0.991040  4.096527       3  -4.330396 -1.300890   3.862658  0.861670  0.879093  1.045300
339    3.812907 -0.979204  7.292807       3  -9.738082  1.451606   4.847531  1.100046  1.195777  1.415189
340    7.307985  0.460230  5.150252       3  -6.139801  3.227849   4.160702  1.103459  1.085795  0.939244
341    5.630620 -0.551046  3.020109       3  -2.989979 -1.831384   3.050240  0.750430  0.710322  0.924640
342    1.779044 -0.094277  4.928373       3  -2.401430 -2.180051   7.455316  1.177594  1.004508  0.861241
343    5.625173 -0.609246  2.034778       3  -2.495250  0.782530   1.574307  0.655752  0.604544  0.707033
344    3.176920  0.158507  3.640755       3  -3.134320 -0.993937   4.147190  0.886267  0.870172  0.880402
345    7.125690  0.810078  4.575289       3  -5.608259  1.616891   3.542319  0.940467  1.074812  0.934356
346    3.826022  0.505897  3.500787       3  -3.947867  2.877621   3.053707  0.976679  0.848878  0.744429
347    7.894071  0.212072  2.859799       3  -2.453708 -1.312401   3.265890  0.844844  0.637983  0.836553
348    6.060984  0.763997  2.007055       3  -1.516464  0.013176   2.497645  0.728765  0.653009  0.565872
349    6.027508  0.427693  2.956022       3  -3.562223  2.145682   2.349822  0.856623  0.640581  0.858904
350    1.902998 -0.158097  6.987180       3  -7.265191  0.443996   6.709170  1.183372  1.280590  1.186549
351    1.884738  0.484245  3.602646       3  -2.199808 -0.472728   5.005484  0.959448  0.940664  0.698660
352    7.759182  0.878422  2.141157       3  -2.676010 -0.082944   1.606305  0.583287  0.658552  0.767586
353    6.079191 -0.302895  6.416683       3  -5.448033 -4.169532   7.385333  0.899629  1.308454  1.250441
354    7.417218  0.683796  3.447626       3  -4.649936  0.797927   2.245316  0.718394  0.972725  0.855887
355    7.351687 -0.935479  2.002753       3  -1.969866 -1.090481   2.035640  0.570062  0.643314  0.732236
356    4.215685 -0.650657  4.702598       3  -5.114540 -0.054653   4.290656  0.857051  1.168866  0.944978
357    5.626955 -0.750595  5.306274       3  -4.441012  1.096427   6.171535  1.197381  1.053483  0.913526
358    1.274463 -0.784040  7.818692       3  -5.645491  1.452508   9.991893  1.551609  1.189779  1.074462
359    5.451224  0.345508  3.467206       3  -4.329479 -0.968220   2.604934  0.662685  0.870012  1.005595
360    2.101482 -0.082261  7.952226       3  -8.271960  5.148638   7.632492  1.488897  1.166979  1.218150
361    4.129640 -0.616913  6.963103       3  -8.583941  3.188755   5.342265  1.227127  1.121953  1.291599
362    5.780848 -0.624031  3.863375       3  -5.012222  0.328698   2.714529  0.782379  0.903299  1.015596
363    6.054554  0.356747  2.127818       3  -2.679142 -0.376156   1.576495  0.526199  0.700152  0.766494
364    6.115501  0.428888  7.193345       3  -6.644377 -6.052774   7.742312  1.122311  1.120957  1.436419
365    3.477291  0.235942  3.405376       3  -4.564822  0.905581   2.245930  0.751990  0.871329  0.918273
366    5.116438  0.041552  5.067748       3  -4.488246  4.053045   5.647249  1.288662  0.933022  0.833696
367    7.455848 -0.626973  4.399955       3  -3.823675  0.145767   4.976235  0.932081  1.141461  0.793341
368    2.993675 -0.228677  2.696283       3  -2.933744  1.173227   2.458823  0.818585  0.687208  0.757741
369    6.638439 -0.968470  5.428277       3  -4.368991 -0.400451   6.487564  1.175316  1.038073  0.998391
370    4.513389 -0.160744  4.155414       3  -5.029841  0.977878   3.280987  0.852185  1.071474  0.878147
371    3.496528 -0.756608  5.011872       3  -4.265903 -4.093499   5.757840  0.981306  0.940764  1.158731
372    6.827988  0.867004  3.282630       3  -3.036539  0.403216   3.528722  0.880537  0.854834  0.764003
373    3.574602  0.110057  5.753340       3  -4.885745 -4.529057   6.620935  0.993666  1.075160  1.232618
374    5.343391  0.403915  5.981397       3  -7.422346  1.020645   4.540449  0.945540  1.368740  1.019991
375    7.463388  0.124442  2.341900       3  -2.298778 -1.446356   2.385021  0.691494  0.586117  0.818048
376    7.133353 -0.147305  6.359213       3  -6.697946 -2.068582   6.020480  0.998650  1.202108  1.267294
377    2.616537 -0.496515  4.907182       3  -4.402988 -3.932816   5.411376  0.834378  1.038243  1.161841
378    3.615195 -0.555510  4.099815       3  -4.637368  1.722374   3.562263  0.996936  0.789948  0.996054
379    4.083329 -0.598664  5.770680       3  -6.527729 -1.216537   5.013631  1.010973  1.031021  1.260420
380    4.768882 -0.777996  6.045269       3  -5.893702 -0.852021   6.196837  1.180053  0.997410  1.208796
381    5.542857  0.878904  5.251826       3  -4.403893 -0.191029   6.099758  1.190814  0.934991  1.025266
382    2.188803 -0.507799  7.731787       3  -9.468656  3.219718   5.994918  1.228630  1.490515  1.091349
383    7.797148 -0.715957  5.832481       3  -6.178861  0.435981   5.486102  1.166397  0.943999  1.208908
384    2.013463 -0.673816  4.555826       3  -4.314190 -2.307963   4.797463  0.886251  0.975213  1.078817
385    1.093845 -0.027935  5.553096       3  -3.486980 -1.217140   7.619212  1.079521  1.258389  0.886737
386    2.179174  0.413480  5.770498       3  -6.180686 -0.238614   5.360310  0.977515  1.243953  1.081970
387    4.878574 -0.801500  2.914278       3  -1.975332 -1.619590   3.853225  0.737769  0.852386  0.764475
388    3.491265  0.373961  6.022838       3  -7.454630  3.680528   4.591046  1.174807  1.036484  1.174644
389    2.584364 -0.813425  3.877285       3  -3.358661  0.974853   4.395910  1.034535  0.863566  0.807680
390    1.725615 -0.009352  5.968375       3  -5.443640 -2.581484   6.493111  1.123304  1.029034  1.216085
391    5.715140 -0.485809  6.857531       3  -6.697287 -1.609518   7.017775  1.114416  1.255731  1.243727
392    7.173485  0.567682  7.364691       3  -7.641337  0.037138   7.088044  1.320552  1.034540  1.369079
393    5.420164  0.312123  7.023661       3  -6.455910 -1.381497   7.591411  1.299921  1.066561  1.282206
394    1.782701  0.549119  5.186619       3  -4.973320  1.398619   5.399918  1.121493  1.093337  0.921288
395    3.886074 -0.849208  5.593812       3  -8.063972  1.100866   3.123653  0.871158  1.140966  1.224913
396    7.608748 -0.687935  4.730444       3  -3.769425  0.577238   5.691462  1.052484  1.141141  0.775608
397    3.457522 -0.702949  2.245789       3  -2.573470  0.046410   1.918108  0.549042  0.861261  0.621687
398    4.537960  0.905119  3.790919       3  -3.556578  1.291905   4.025259  1.033333  0.769556  0.867974
399    2.175113  0.430628  3.187758       3  -2.549792 -1.142742   3.825724  0.841259  0.809007  0.816811
400    5.418488 -0.774266  7.301850       3  -7.859545  4.384665   6.744154  1.377689  1.240691  1.100528
401    6.663054  0.798683  6.157845       3  -6.072736 -0.735628   6.242954  1.117120  1.142188  1.169468
402    4.474583  0.446649  4.854756       3  -3.486304  0.569730   6.223208  1.117787  1.120822  0.764817
403    2.715799  0.308379  4.478021       3  -4.654680 -0.445188   4.301361  0.991585  0.853336  1.067414
404    6.781071  0.625119  4.494260       3  -6.044118  2.603001   2.944402  0.949468  0.970088  1.009245
405    7.538309 -0.047060  7.578026       3  -9.566962 -0.643356   5.589090  1.081625  1.217098  1.474137
406    4.235935 -0.610959  7.273907       3  -8.586159 -2.142278   5.961655  1.002754  1.265515  1.422558
407    2.116178  0.811866  2.665588       3  -2.858747 -1.032570   2.472429  0.548035  0.860357  0.810191
408    5.344649  0.764203  3.779074       3  -3.155345 -2.618791   4.402804  0.978762  0.690920  0.985134
409    4.611787 -0.182356  6.713835       3  -7.546692  4.360503   5.880977  1.316802  1.103972  1.149538
410    1.121710  0.774247  5.436308       3  -7.201632 -0.143998   3.670983  0.860247  1.105068  1.224607
411    6.134975 -0.250552  3.629043       3  -3.000460 -2.930279   4.257627  0.867985  0.779566  0.974269
412    5.826639  0.713358  7.286691       3  -6.710702 -5.240056   7.862680  1.169381  1.123719  1.417270
413    1.805830  0.083122  2.087946       3  -2.364010  1.605331   1.811882  0.747755  0.596544  0.643603
414    5.051877  0.188585  2.417766       3  -2.604015  1.407903   2.231517  0.781249  0.766094  0.584763
415    3.086411  0.580524  2.231208       3  -2.301317 -0.179589   2.161098  0.609541  0.776611  0.667658
416    6.051540  0.905878  7.857793       3  -6.229901 -1.558292   9.485686  1.112649  1.592147  1.108831
417    7.045062  0.554120  3.706093       3  -3.919822  0.943939   3.492363  0.902592  0.929398  0.825178
418    4.951982 -0.692743  5.814199       3  -6.258974  1.536416   5.369425  1.096085  1.241109  0.979633
419    3.574438  0.747768  7.381515       3  -6.679120  1.041021   8.083910  1.348234  1.258393  1.139268
420    5.540741 -0.021583  7.042817       3  -5.154984 -1.354737   8.930649  1.323961  1.221685  1.112748
421    3.746907  0.382796  5.504331       3  -6.357581  0.094643   4.651081  0.957491  1.167016  1.107001
422    4.623230  0.955101  6.670725       3  -8.613674  2.468312   4.727776  1.112194  1.257774  1.194882
423    5.890268 -0.200486  2.787855       3  -2.781116 -0.812030   2.794594  0.760551  0.693516  0.845815
